jobTitle,position,description,skills,location,jobId,status,priority,priceType,workType,jobType,combined_text
Project Manager Lead Frontend Developer,ProjectManagerFrontEnd,"Bachelor’s degree.Leading software design/code reviews to ensure quality and adherence to company standards.Ensure the technical feasibility of UI/UX designs.Work with Project Managers, developers and QA and deliver software as per business requirements.
Analyze and understand business requirements and prepare detailed design for Frontend
Implementation of security and data protection
Follow development process and practices
Collaborate with team to deploy and continuously improve our solutions. Maintaining the product backlog together with the Project Manager
Write reusable, testable, and efficient code 
Solve non-trivial coding and architecture problems with simple and innovative solutions.Conduct technical interviews for potential new front end development hires.
Minimum 2+ years’ experience as a Full Stack Developer.Should have leadership consistencies like risk and time management,critical thinking,strong communication etc.Experience with a CI/CD pipeline and deploying solutions ","{""Javascript frameworks"",""Restful APIS"",Nodejs,AWS,""Java fullstack"",reactjs}",{HyderabadVijayawada},JDPM5823,Active,High,INR,Work from Office,Permanent,bachelor software review ensure quality adherence company technical feasibility project manager developer qa deliver software per business requirement analyze understand business requirement prepare detailed design frontend implementation security data protection follow development process practice collaborate team deploy continuously improve solution maintaining product backlog together project manager write reusable testable efficient code solve coding architecture problem simple innovative technical interview potential new front end development hire minimum year experience full stack leadership consistency like risk time management critical thinking strong communication pipeline deploying solution javascript framework restful apis nodejs aws java fullstack reactjs
Project Manager,development,"Key Focus Areas:
Ability to understand the workflows of Supply Chain & Logistics Processes.
Excellent & Honed knowledge of Microsoft Power-point and Microsoft Excel.
Outgoing and convincing capabilities
Account Management of Key customers and regular visits to them.
Good Time Management Skills and Team Grooming Skills.
Regular Feedback to product team on the new requirements of customers.
Problem Solving skills and good analytical skills
Working knowledge of the Microsoft Excel with command on Macros and Pivot creations","{SCM,""Project Management""}",{Mumbai},JDPM5923,Active,Medium,INR,Work from Office,Permanent,key focus area ability understand workflow supply chain logistics process excellent honed knowledge microsoft microsoft excel outgoing convincing capability account management key customer regular visit good time management skill team grooming skill regular feedback product team new requirement customer problem solving skill good analytical skill working knowledge microsoft excel command macro pivot creation scm project management
Product Manager and Associate Product Manager,Product Manager and Associate Product Manager,"Classification: All - Finance / Accounts / Investment Banking

Skills Required: Software as a Service (SaaS),Business to Business (B2B) Sales,Product Management,Android Software Development Kit (SDK),iOS SDK,Systems Development Life Cycle (SDLC),WebAPI,Windows Programming / API,SQL API

Job Description
Experience: 4-6 Years
Relevant Experience: Min. 1 year employment experience in product management for Associate Product Manager (APM). Min. 3 years employment experience in product management for Product Manager (PM).
Salary: 14LPA-22LPA
Location: Bangalore ( Work from office )
Notice period: Immediate: 30 days max
Interview process: 4 to 5 rounds of interview, First 3 - 4 rounds virtual. Final round will be face to face.


Position Overview:
As an Associate Product Manager / Product Manager, you will play a pivotal role in shaping the direction
of our products, driving their development, and ensuring their success in the market. You will work closely
with cross-functional teams, including engineering, design, customer success, business analysts and sales,
to define and execute product strategies that align with our business goals. The ideal candidate will possess
a unique blend of technical expertise, startup experience, and a strong drive to make an impact.

Responsibilities:

Develop a deep understanding of customer needs, market trends, and competitive landscape to identify new product opportunities and drive innovation.
Collaborate with stakeholders to define product vision, strategy, and roadmap, taking into account business goals, user feedback, and technical feasibility.
Translate product requirements into clear and actionable user stories, specifications, and functional requirements for the engineering team.
Work closely with the engineering and business team to prioritize features, track progress, and ensure timely delivery of high-quality products.
Conduct market research and competitive analysis to identify market gaps, evaluate product positioning, and make data-driven recommendations.
Collaborate with design teams to create intuitive and user-centric product experiences that delight our customers.
Define and analyze key product metrics to measure success, identify areas for improvement, and drive data-informed product decisions.
Collaborate with technical writers to ensure the documentation of the product is up-to-date.
Act as a subject matter expert and provide guidance to the customer support and sales teams regarding product features, functionality, and use cases.
Stay up-to-date with industry trends, emerging technologies, and best practices in product management, and contribute to a culture of continuous learning and improvement within the organization.
Requirements:

Min. 1 year employment experience in product management for Associate Product Manager (APM). Min. 3 years employment experience in product management for Product Manager (PM).
No freshers are eligible for this role.
APM or PM role/designation would be decided only after completion of interview rounds depending on the candidate’s performance during the interview rounds.
Throughout experience should be in product management only. Preference will be given to candidates with B2B SaaS (Business to Business Software as a Service), Marketing Automation,
Integrations, CDP (Customer Data Platform), etc. experience. Candidates from startup or high- growth environment would be preferred.
Prior experience in building marketing technology products is a plus.
Strong technical background with a solid understanding of APIs, SDKs and SDLC processes.
Demonstrated ability to take ownership of products, drive initiatives, and deliver results in a fast- paced and dynamic environment.
Proven track record of successfully launching and managing products throughout their lifecycle.
Excellent problem-solving and analytical skills, with a data-driven and detail-oriented approach.
Exceptional communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.
Self-motivated and proactive, with a strong sense of urgency and the ability to thrive in a rapidly changing environment.
Passion for technology, startups, and creating innovative solutions that solve real-world problems.
Bachelor's degree in a relevant field (Computer Science, Engineering, Business, or equivalent). An MBA or other relevant postgraduate degree is a plus.
Reporting:
The Product team is led by Senior Product Manager. The selected candidate would report to Senior Product Manager.","{""Software as a Service"",""Business to Business"",""Product Management"",""Android Software Development Kit""}",{Bangalore},JDPM8306,active,Low,INR,Work from Office,Permanent,classification finance account investment banking skill required software service saas business business sale product management android software development kit sdk io sdk system development life cycle sdlc webapi window programming api sql api job description experience year relevant experience min year employment experience product management associate product manager apm min year employment experience product management product manager pm salary location bangalore work office notice period immediate day max interview process round interview first round virtual final round face face position overview associate product manager product manager play pivotal role shaping direction product driving development ensuring success market work closely team including engineering design customer success business analyst sale define execute product strategy align business goal ideal candidate posse unique blend technical expertise startup experience strong drive make impact responsibility develop deep understanding customer need market trend competitive landscape identify new product opportunity drive innovation collaborate stakeholder define product vision strategy roadmap taking account business goal user feedback technical feasibility translate product requirement clear actionable user story specification functional requirement engineering team work closely engineering business team prioritize feature track progress ensure timely delivery product conduct market research competitive analysis identify market gap evaluate product positioning make recommendation collaborate design team create intuitive product experience delight customer define analyze key product metric measure success identify area improvement drive product decision collaborate technical writer ensure documentation product act subject matter expert provide guidance customer support sale team regarding product feature functionality use case stay industry trend emerging technology best practice product management contribute culture continuous learning improvement within organization requirement min year employment experience product management associate product manager apm min year employment experience product management product manager pm fresher eligible role apm pm would decided completion interview round depending candidate performance interview round throughout experience product management preference given candidate saas business business software service marketing automation integration cdp customer data platform etc experience candidate startup growth environment would preferred prior experience building marketing technology product plus strong technical background solid understanding apis sdks sdlc process demonstrated ability take ownership product drive initiative deliver result paced dynamic environment proven track record successfully launching managing product throughout lifecycle excellent analytical skill approach exceptional communication interpersonal skill ability collaborate effectively team proactive strong sense urgency ability thrive rapidly changing environment passion technology startup creating innovative solution solve problem bachelor degree relevant field computer science engineering business equivalent mba relevant postgraduate degree plus reporting product team led senior product manager selected candidate would report senior product manager software service business business product management android software development kit
Postgres SQL,Database,They are responsible for validating and evaluating database and database solutions so that the rest of Amex can use the database in their solutions.  ,"{""Postgres SQL""}",{Remote},JDPS6286,Active,Medium,INR,Work from Home,Contract Hire,responsible validating evaluating database database solution rest amex use database solution postgres sql
Peoplesoft technical,Peoplesofttechnical,"Experience 3 to 5 years relevant experience in PeopleSoft
Should have good knowledge on various PeopleTool Objects Components, Pages, Application Engine, SQR, Component Interface.
Should be able to create PS Query, SQR reports
Should have knowledge on Financials modules in Billing, AP and GL.
Should be able to write SQL scripts for data migration and data correction","{""Peoplesoft financial"",""Peopelsoft tools"",SQL}",{bangalore},JDPT5379,Active,High,INR,Work from Office,Permanent,experience year relevant experience peoplesoft good knowledge various peopletool object component page application engine sqr component interface able create p query sqr report knowledge financials module billing ap gl able write sql script data migration data correction peoplesoft financial peopelsoft tool sql
Performance Test Consultant,TestConsultant,"Proficiency in Test planning, Test Scheduling, Test Scripting, Test Strategy Documentation, Test Plan Documentation, Test Closure Documentation, Test Execution, Test Reporting, and Test Management.
Proficient in Functional Testing, Automation Testing, Content Management testing, GUI Testing, Regression Testing, UAT, Testing Process, Testing Techniques.
Proficiency in Waterfall, Agile, Scrum, and Lean SDLC methodologies
Experience in Performance Testing using Rational Performance Tester, Load Runner (HTTP/Web, SAP GUI, SAP Web, Siebel-Web, Web Custom, Citrix, Oracle NCA protocols), Performance Centre.
Experience in working with applications like SCADA, Web Applications, etc.
Experience in working in the AWS / Azure environment and with cybersecurity tools frameworks preferred.
Actively involved in the complete SDLC, including design, development, analysis, functional testing, non-functional testing, implementation, and handover.
**Singapore Wrk timings 8hrs/day","{""Load runner"",""Sap protocol"",""Web http/web html""}",{Remote},JDPT6029,Active,High,INR,Work from Office,Contract Hire,proficiency test planning test scheduling test scripting test strategy documentation test plan documentation test closure documentation test execution test reporting test management proficient functional testing automation testing content management testing gui testing regression testing uat testing process testing technique proficiency waterfall agile scrum lean sdlc methodology experience performance testing using rational performance tester load runner sap gui sap web web custom citrix oracle nca protocol performance centre experience working application like scada web application etc experience working aws azure environment cybersecurity tool framework preferred actively involved complete sdlc including design development analysis functional testing testing implementation handover singapore wrk timing load runner sap protocol web html
Performance Test Engineer - Excellerate,Performance Test Engineer - Excellerate,"PE Tools specialization – HP LoadRunner, JMeter","{""Performance Test"","" Performance testing tool""}",{Hyderabad},JDPT9771,Active,High,INR,Work from Office,Permanent,pe tool specialization hp loadrunner jmeter performance test performance testing tool
QA Automation,QA Automation,"Should have around 4 to 6 years of extensive QA Automation experience with a mindset of shift left. 
Must has good coding experience in Java (Core Java), very well versed OOPS Concepts.
Must has good experience working in Selenium, Rest Assured and Cucumber in Java.
Must has experience working on Automation framework development specially POM from
scratch using open source automation tools like Selenium.
Must have experience working on performance engineering using JMeter.
Must has very good knowledge in automation maturity and QA Methodologies.
Good experience and knowledge on Webservices fundamentals, database etc.
Should have good experience working with CI/CD
Good team player and excellent communication skills.","{""QA Automation"",""Core Java"",Selenium,Cucumber,JMeter,CI/CD}",{Hyderabad},JDQA2045,Active,Medium,INR,Work from Home,Contract,around year extensive qa automation experience mindset shift left must good coding experience java core java well versed oops concept must good experience working selenium rest assured cucumber java must experience working automation framework development specially pom scratch using open source automation tool like selenium must experience working performance engineering using jmeter must good knowledge automation maturity qa methodology good experience knowledge webservices fundamental database etc good experience working good team player excellent communication skill qa automation core java selenium cucumber jmeter
QA Automation Engineer,QA Automation Engineer,Looking for a Remote QA automation engineer who must have excellent knowledge of Java development. The project is about the QA testing tool so the resource has to deploy or implement features and test the tool when required by automation. We need Resources who can do development in Java if needed. The resource must be working experience with CD/CI. The resource must have QA automation knowledge using Selenium and other tools like Cucumber and others. Good Database knowlwdge.,"{""QA automation "",Java}",{Hyderabad},JDQA2737,active,High,INR,Work from Home,Permanent,looking remote qa automation engineer must excellent knowledge java development project qa testing tool resource deploy implement feature test tool required automation need resource development java needed resource must working experience resource must qa automation knowledge using selenium tool like cucumber others good database knowlwdge qa automation java
QA automation Devops Engineer,DevopsEngineer,"Bachelors degree in Computer Science or equivalent work experience in a related field
o 5+ years of full-stack software development experience
o 2+ years of experience with JavaScript UI frameworks such as React
o 2+ years of experience with Node.js
o 2+ years of experience with Java and J2EE
o Exposure to AWS development with hands-on knowledge of lambda, S3,
and other AWS services
Collaborate with Product Managers, UX designers, Engineers and other
stakeholders to develop tools and libraries that support and expand our
products
o Work independently and suggest ideas, solutions and technical
improvements to existing applications
o Write clean, maintainable code that includes unit and integration tests
Infrastructure as code (IaC) - CloudFormation, Terraform, Git.
o Container technologies - ECS, EKS, Fargate, Docker.
Exposure to working with SQL and NoSQL databases
Expertise in Java.
Design, develop, document, test and debug new and existing configuration management ","{""Node js"",""Java J2EEE"",AWS,Lambda,""Cloud formation"",Agile,Scrum,Devops,Mysql,""Dynamo DB"",cloudwatch,Splunk,""EC2 ""}",{Remote},JDQA4982,Active,High,INR,Hybrid,Permanent,bachelor degree computer science equivalent work experience related field year software development experience year experience javascript ui framework react year experience year experience java exposure aws development knowledge lambda aws service collaborate product manager ux designer engineer stakeholder develop tool library support expand product work independently suggest idea solution technical improvement existing application write clean maintainable code includes unit integration test infrastructure code iac cloudformation terraform git container technology ec eks fargate docker exposure working sql nosql database expertise java design develop document test debug new existing configuration management node j java aws lambda cloud formation agile scrum devops mysql dynamo db cloudwatch splunk
QA Automation Python - Excellaerate,QAAutomation,"Well-versed in Python and test automation. Strong in manual testing, exposure in creating test setup and test environments for complex enterprise applications. Must have experience with API testing. 
Understanding of server/client testing. 
Experience with CI/CD tools (Jenkins, GitHub, etc.). 
Experience testing on Windows/Linux environment.Understanding of the Security domain. 
Robot Framework automation experience. 
C, Java experience. UI/UX testing. Performance and Scale testing. Cloud technologies, managing and testing cloud applicationsGood verbal and written communication skills. Familiarity with Agile Software Development (preferably Scrum). ","{""Python/test automation"",UI/UX,c,Java,""CI/CD tools"",""Cloud applications /technologies""}",{Vizag},JDQA5992,inActive,High,INR,Work from Office,Permanent,python test automation strong manual testing exposure creating test setup test environment complex enterprise application must experience api testing understanding testing experience tool jenkins github experience testing security domain robot framework automation experience c java experience testing performance scale testing cloud technology managing testing cloud applicationsgood verbal written communication skill familiarity agile software development preferably scrum automation c java tool cloud application
Qlik Sense Developer,Qlik Sense Developer,"Job Description
Qualification

Graduate (in any technical stream)

Experience

Notice Period

3 to 5 Years

Immediate or Max 15 days

Experience required / job role

Hands on experience in Qlik Sense development, dashboarding and data modeling and reporting (ad hoc report generation) techniques.
Must be good at Data transformation, the creation of QVD files and set analysis.","{""Qlik Sense"",nprinting}",{Bangalore},JDQD2245,Active,High,INR,Work from Office,Permanent,job description qualification graduate technical stream experience notice period year immediate max day experience required job role hand experience qlik sense development dashboarding data modeling reporting ad hoc report generation technique must good data transformation creation qvd file set analysis qlik sense nprinting
QA Lead,QA Lead,"QA Lead JD:

The QA Lead is responsible for the planning, execution and documentation of all Automat","{QA,""Salesforce Testing""}",{Bangalore},JDQL9840,Active,High,INR,Work from Office,Permanent,qa lead jd qa lead responsible planning execution documentation automat qa salesforce testing
QA Manual Tester - Excellerate,QA Manual Tester - Excellerate,"Review and analyze system specifications
Write, execute manual test cases, and analyze results
Execute Functional and Regression test cases on multiple browsers / devices and raise defects in Bug Tracking System(Azure, Jira)
Collaborate with QA Lead/Manager to develop effective strategies and Test plans

Requirements
Proven experience as a Quality Assurance Tester or similar role
Ability to document and troubleshoot errors
Working knowledge of test management software and SQL
Excellent communication skills","{""QA methodology"","" Regression testing""}","{""Hyderabad,Vizag""}",JDQM7567,Active,High,INR,Work from Office,Permanent,review analyze system specification write execute manual test case analyze result execute functional regression test case multiple browser device raise defect bug tracking system azure jira collaborate qa develop effective strategy test plan requirement proven experience quality assurance tester similar role ability document troubleshoot error working knowledge test management software sql excellent communication skill qa methodology regression testing
React Developer,ReactDeveloper,"Soft skills:

• Strong problem solving skills

• Experience working in a globally dispersed scrum team

• Demonstrated experience in Agile methodologies

• Collaboration and engagement skills

• Experience in large scale web application delivery

• Experience working with Communications and/or Marketing teams and/or Design Agencies

• Demonstrated adaptability, goal orientated and innovative individual

• A firm grasp of responsive design and mobile application design

Technical experience:

• In depth knowledge of HTML5

• In depth knowledge of CSS3 (Less, Sass, Stylus is a plus)

• Detailed knowledge of ES6, JavaScript

• Good knowledge of Node.js & NPM

• Gulp or Grunt or webpack experience is a plus

• Experience in any JS framework(Angular, React, Vue, etc.,) is preferred

Proficiency at all stages of the SDLC, especially in the following tasks

• Designm • Specification,• Development,• Unit Testing

Adherence to

• Software development standards

• Agile methodologies• Quality assurance","{html,Css,javascript,""React JS""}","{""Bangalore ""}",JDRD1813,Active,Medium,INR,Hybrid,Permanent,soft skill strong problem solving skill experience working globally dispersed scrum team demonstrated experience agile methodology collaboration engagement skill experience large scale web application delivery experience working communication marketing team design agency demonstrated adaptability goal orientated innovative individual firm grasp responsive design mobile application design technical experience depth knowledge depth knowledge le sas stylus plus detailed knowledge javascript good knowledge npm gulp grunt webpack experience plus experience j framework angular react vue preferred proficiency stage sdlc especially following task designm specification development unit testing adherence software development standard agile quality assurance html cs javascript react j
React Developer ,React Developer ,"React Developer
exp 2to8 years
permanent work from home
it is a 4to5 yr old company with good funding
 using react they need some basic front end technologies like HTML, CSS, javascript, jquery
5yrs exp ppl should be doing 2 projects with react at least
and less than 3 yrs 1 project on react atleast","{CSS,jquery,HTML,ReactJS,Redux,Nodejs,CSS,jquery}",{Hyderabad},JDRD2249,Active,High,INR,Work from Home,Permanent,react developer exp year permanent work home yr old company good funding using react need basic front end technology like html cs javascript jquery exp ppl project react least le yr project react atleast cs jquery html reactjs redux nodejs cs jquery
ReactJS Developer,ReactJS Developer,"Soft skills: • Strong problem solving skills • Experience working in a globally dispersed scrum team • Demonstrated experience in Agile methodologies • Collaboration and engagement skills • Experience in large scale web application delivery • Experience working with Communications and/or Marketing teams and/or Design Agencies • Demonstrated adaptability, goal orientated and innovative individual • A firm grasp of responsive design and mobile application design Technical experience: • In depth knowledge of HTML5 • In depth knowledge of CSS3 (Less, Sass, Stylus is a plus) • Detailed knowledge of ES6, JavaScript • Good knowledge of Node.js & NPM • Gulp or Grunt or webpack experience is a plus • Experience in any JS framework(Angular, React, Vue, etc.,) is preferred Proficiency at all stages of the SDLC, especially in the following tasks • Designm • Specification,• Development,• Unit Testing Adherence to • Software development standards • Agile methodologies• Quality assurance",{ReactJS},{Vizag},JDRD4442,Active,High,INR,Work from Office,Permanent,soft skill strong problem solving skill experience working globally dispersed scrum team demonstrated experience agile methodology collaboration engagement skill experience large scale web application delivery experience working communication marketing team design agency demonstrated adaptability goal orientated innovative individual firm grasp responsive design mobile application design technical experience depth knowledge depth knowledge le sas stylus plus detailed knowledge javascript good knowledge npm gulp grunt webpack experience plus experience j framework angular react vue preferred proficiency stage sdlc especially following task designm specification development unit testing adherence software development standard agile quality assurance reactjs
React Developer,Reactdeveloper,"Soft skills: • Strong problem solving skills • Experience working in a globally dispersed scrum team • Demonstrated experience in Agile methodologies • Collaboration and engagement skills • Experience in large scale web application delivery • Experience working with Communications and/or Marketing teams and/or Design Agencies • Demonstrated adaptability, goal orientated and innovative individual • A firm grasp of responsive design and mobile application design Technical experience: • In depth knowledge of HTML5 • In depth knowledge of CSS3 (Less, Sass, Stylus is a plus) • Detailed knowledge of ES6, JavaScript • Good knowledge of Node.js & NPM • Gulp or Grunt or webpack experience is a plus • Experience in any JS framework(Angular, React, Vue, etc.,) is preferred Proficiency at all stages of the SDLC, especially in the following tasks • Designm • Specification,• Development,• Unit Testing Adherence to • Software development standards • Agile methodologies• Quality assurance","{reactjs,javascript,html,css}",{Bangalorehyderabad},JDRD7103,Active,High,INR,Hybrid,Permanent,soft skill strong problem solving skill experience working globally dispersed scrum team demonstrated experience agile methodology collaboration engagement skill experience large scale web application delivery experience working communication marketing team design agency demonstrated adaptability goal orientated innovative individual firm grasp responsive design mobile application design technical experience depth knowledge depth knowledge le sas stylus plus detailed knowledge javascript good knowledge npm gulp grunt webpack experience plus experience j framework angular react vue preferred proficiency stage sdlc especially following task designm specification development unit testing adherence software development standard agile quality assurance reactjs javascript html cs
ReactJS Developer,ReactJS Developer,"Soft skills: • Strong problem solving skills • Experience working in a globally dispersed scrum team • Demonstrated experience in Agile methodologies • Collaboration and engagement skills • Experience in large scale web application delivery • Experience working with Communications and/or Marketing teams and/or Design Agencies • Demonstrated adaptability, goal orientated and innovative individual • A firm grasp of responsive design and mobile application design Technical experience: • In depth knowledge of HTML5 • In depth knowledge of CSS3 (Less, Sass, Stylus is a plus) • Detailed knowledge of ES6, JavaScript • Good knowledge of Node.js & NPM • Gulp or Grunt or webpack experience is a plus • Experience in any JS framework(Angular, React, Vue, etc.,) is preferred Proficiency at all stages of the SDLC, especially in the following tasks • Designm • Specification,• Development,• Unit Testing Adherence to • Software development standards • Agile methodologies• Quality assurance",{ReactJS},{HyderabadBangalore},JDRD9032,active,High,INR,Work from Office,Contract Hire,soft skill strong problem solving skill experience working globally dispersed scrum team demonstrated experience agile methodology collaboration engagement skill experience large scale web application delivery experience working communication marketing team design agency demonstrated adaptability goal orientated innovative individual firm grasp responsive design mobile application design technical experience depth knowledge depth knowledge le sas stylus plus detailed knowledge javascript good knowledge npm gulp grunt webpack experience plus experience j framework angular react vue preferred proficiency stage sdlc especially following task designm specification development unit testing adherence software development standard agile quality assurance reactjs
R2R Lead Non CA,R2R Lead Non CA,"JOB DESCRIPTION  KEY PERFORMANCE AREAS:   A. Operations Management  B. Client Relationship Management  C. Internal & External Compliances  D. Planning, Internal Administration & Reporting  E. Resource Management  F. Communication  G. Team Management    A. OPERATIONS MANAGEMENT:  1. Procure to Pay.  2. Order to Cash.  3. Record to Report.    B. CLIENT RELATIONSHIP MANAGEMENT:  1. Establish and continually seek opportunity to increase customer satisfaction and deepen client relationships.  2. Set and manage client expectations by communicating to each stakeholder at every step of the project.  3. Communicate effectively with clients to identify business needs and evaluate alternative business solutions.  4. Build knowledge base of each client business, organisation and objectives.  5. Establish channels for regular client feedback and satisfaction levels on the services provided, team/individual performance.  6. Have ability to design / create KPI reports and dashboards for client and ma","{R2R,"" GENERAL LEDGER""}",{Bengaluru},JDRL9137,Active,High,INR,Work from Office,Permanent,job description key performance area operation management client relationship management internal external compliance planning internal administration reporting resource management communication team management operation management procure pay order cash record report client relationship management establish continually seek opportunity increase customer satisfaction deepen client relationship set manage client expectation communicating stakeholder every step project communicate effectively client identify business need evaluate alternative business solution build knowledge base client business organisation objective establish channel regular client feedback satisfaction level service provided performance ability design create kpi report dashboard client general ledger
R2R Lead,R2R Lead,"Job Title:  R2R Lead

Shift: 3 PM to 12 Midnight, will have to extend during month end

 Experience : Post CA - 4- 6yrs in R2R process ( post CA is mandatory).

Key skills: Strong in operations, Reporting, A/c & finance mgmt., Comm. Skills, Team handling, Internal/External client handling.

Preferred: from Big4 CA firms/ other top 5 CA firms/ KPOs/ Accounting Outsourcing firms/ MNCs etc

PURPOSE OF THE ROLE:

Maintaining financial controls and reporting in accordance with company and Client requirements. To take the lead in the understanding, interpreting, communicating and delivering efficient accounting service commitments to client and company by effectively engaging and developing the team.

JOB SPECIFIC REQUIREMENTS:

1. CA with post qualification experience of  3 to 6 years.

2. Experience in top CA firms or in multinational organization is preferred but not mandatory

3. Should have managed a team of 5 to 10 members for 4 years plus (will be added advantage)

4. Demonstrates project management and skills.

5. Demonstrates the ability to manage multiple clients and diverse team.

6. Excellent client servicing and interpersonal skills.

7. Good command over written and spoken English.

8. Core Experience in Record to Report with in depth knowledge in month close entries, consolidation, revenue (US GAAP, IFRS), GAAP adjustment entries.



KEY PERFORMANCE AREAS:

A. Operations Management

B. Client Relationship Management

C. Internal & External Compliances

D. Planning, Internal Administration & Reporting

E. Resource Management

F. Communication

G. Team Management



KEY PERFORMANCE AREAS: Detailed Responsibilities/Job Description:

A. OPERATIONS MANAGEMENT:

1. Procure to Pay.

2. Order to Cash.

3. Record to Report. 



B. CLIENT RELATIONSHIP MANAGEMENT:

1. Establish and continually seek opportunity to increase customer satisfaction and deepen client relationships.

2. Set and manage client expectations by communicating to each stakeholder at every step of the project.

3. Communicate effectively with clients to identify business needs and evaluate alternative business solutions.

4. Build knowledge base of each client business, organisation and objectives.

5. Establish channels for regular client feedback and satisfaction levels on the services provided, team/individual performance.

6. Have ability to design / create KPI reports and dashboards for client and management review.

7. Regular review of client processes documentation and keeping the same in live status.



C. INTERNAL & EXTERNAL COMPLIANCES:

1. Comply with the company ethics policy.

2. Create awareness of ethical issues and encourage a transparent culture in which organisation ethics policy is understood and lived upon.

3. Prevent and manage any ethical issues as they arise.

4. Prevent conflict of interest problems.



D. PLANNING, INTERNAL ADMINISTRATION & REPORTING

1. Participate, coach, guide the team in the initial creation of documentation for the client as part of deliverables and later review the documentation prepared by the team.

2. Review, evaluate and signoff all key deliverables to the client to ensure high quality output to the client.

3. Proactively identify, track, manage and mitigate the risks on specific issues with respect to client deliverables.

4. Resolve the issues by providing contingency plan and/or escalate the issues to the top management for alternate solutions to ensure minimal impact to quality and timeline.



E. RESOURCE MANAGEMENT

1. Determine the roles of team members required for the execution of the tasks based on the requirement, timelines and budget as set in the client charter.

2. Determine the competencies/skills required for the execution of the tasks based on the client specification and requirement.

3. Determine the software/hardware resources, facilities required based on client work specification.

4. Identify the knowledge and skills required for execution of task and ensure the same is available and if not it is provided to team members.



F. COMMUNICATION

1. Effectively communicate to the client the expectations, deliverables, dependencies, risks, timelines, milestones, schedules.

2. Conduct regular team meetings to:

a. appraises the team of all the client activities in a timely manner.

b. communicates roles and expectations to team members.

c. address operational issues, personal grievances coming up from the team.



G. TEAM MANAGEMENT

1. Ensure that all team members are adequately trained to perform their responsibilities and operational tasks in an ethical and responsible manner.

2. Review performance goals, achievements and concerns with each direct reporting staff on a regular basis.

3. Motivate and develop team members to shoulder higher responsibilities.

4. Establish channels for regular client feedback and satisfaction levels on the services provided and team/individual performance.","{R2R,"" GENERAL LEDGER""}",{Bengaluru},JDRL9393,Active,High,INR,Work from Office,Permanent,job title lead shift pm midnight extend month end experience post ca process post ca mandatory key skill strong operation reporting finance comm skill team handling client handling preferred ca top ca accounting outsourcing mncs etc purpose role maintaining financial control reporting accordance company client requirement take lead understanding interpreting communicating delivering efficient accounting service commitment client company effectively engaging developing team job specific requirement ca post qualification experience year experience top ca firm multinational organization preferred mandatory managed team member year plus added advantage demonstrates project management skill demonstrates ability manage multiple client diverse team excellent client servicing interpersonal skill good command written spoken english core experience record report depth knowledge month close entry consolidation revenue u gaap ifrs gaap adjustment entry key performance area operation management client relationship management internal external compliance planning internal administration reporting resource management communication team management key performance area detailed description operation management procure pay order cash record report client relationship management establish continually seek opportunity increase customer satisfaction deepen client relationship set manage client expectation communicating stakeholder every step project communicate effectively client identify business need evaluate alternative business solution build knowledge base client business organisation objective establish channel regular client feedback satisfaction level service provided performance ability design create kpi report dashboard client management review regular review client process documentation keeping live status internal external compliance comply company ethic policy create awareness ethical issue encourage transparent culture organisation ethic policy understood lived upon prevent manage ethical issue arise prevent conflict interest problem planning internal administration reporting participate coach guide team initial creation documentation client part deliverable later review documentation prepared team review evaluate signoff key deliverable client ensure high quality output client proactively identify track manage mitigate risk specific issue respect client deliverable resolve issue providing contingency plan escalate issue top management alternate solution ensure minimal impact quality timeline resource management determine role team member required execution task based requirement timeline budget set client charter determine required execution task based client specification requirement determine resource facility required based client work specification identify knowledge skill required execution task ensure available provided team member communication effectively communicate client expectation deliverable dependency risk timeline milestone schedule conduct regular team meeting appraises team client activity timely manner communicates role expectation team member address operational issue personal grievance coming team team management ensure team member adequately trained perform responsibility operational task ethical responsible manner review performance goal achievement concern direct reporting staff regular basis motivate develop team member shoulder higher responsibility establish channel regular client feedback satisfaction level service provided performance general ledger
React Native Developer,React Native Developer,"Operations:-
•	Soft Skills: Strong verbal and written communication skills to communicate strategy.
•	Experience working in an agile development environment.
•	React Native is an open-source mobile application framework that can be used to develop applications for multiple platforms. 
•	Must have skills on (Java Script, HTML, CSS…etc)
•	Good interpersonal, communication, and collaboration skills.
•	Experience by writing a Well-documented code with Java script that is easily readable.
•	A complete understanding of the full mobile app development lifecycle right from prototyping.
•	Experience on Offline Storage, REST APIs, and document request model. 
•	 Should maintain code that is easy to understand.
•	Responsible for development of new highly-responsive, web-based user interfaces.
•	Java script is a heart for React Native.
","{ReactNative,CSS,""react native"",HTML,Javascript}",{Hyderabad},JDRN5155,Active,Medium,INR,Work from Home,Permanent,operation soft skill strong verbal written communication skill communicate strategy experience working agile development environment react native mobile application framework used develop application multiple platform must skill java script html good interpersonal communication collaboration skill experience writing code java script easily readable complete understanding full mobile app development lifecycle right prototyping experience offline storage rest apis document request model maintain code easy understand responsible development new user interface java script heart react native reactnative cs react native html javascript
